fecha,hora,destino,compañia,tipo_vuelo,tipo_avion,registro,id_aeronave,total_ocupantes,pasajeros_a_bordo,tripulacion_a_bordo,fallecidos,pasajeros_fallecidos,tripulacion_fallecida,fallecidos_en_tierra,resumen,pais,anio,mes,categoria,sobrevivientes
1994-01-07,23:21,"Columbus, Ohio",Atlantic Coast Airlines (United Express),"Washington D.C. - Columbus, OH",British Aerospace Jetstream 4101,N304UE,41016,8.0,3.0,5.0,5.0,2.0,3.0,0.0,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  ""glass cockpit"" automated aircraft.",Ohio,1994,1,other cause,3.0
1994-02-24,11:16,"Nalchik, Russia",North Western Air Transport,Volgograd - Nalchik,Antonov AN-12V,RA-11118,013480002,13.0,7.0,6.0,13.0,7.0,6.0,0.0,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer.",Russia,1994,2,collision,0.0
1994-02-25,19:46,"East Midlands, England",British World Airways,Edinburgh - Coventry,Vickers 813 Viscount,G-OHOT,349,2.0,0.0,2.0,1.0,0.0,1.0,0.0,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services.",England,1994,2,engine failure,1.0
1994-03-08,14:54,"New Delhi, India",Sahara,Training,Boeing 737-2R4C,VT-SIA,21763/571,4.0,0.0,4.0,4.0,0.0,4.0,0.0,Crashed during touch-and-go exercises. Application of wrong rudder by trainee pilot  during engine failure exercise. Captain did not guard/block the rudder control and give clear commands as instructor so as to obviate the application of wrong rudder control by the trainee pilot.,India,1994,3,collision,0.0
1994-03-18,11:43,"Key West, Florida",Chalk's International Airlines,Key West Harbor - Key West,Grumman G-73T Turbo Mallard,N150FB,J-51,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak.",Florida,1994,3,collision,0.0
1994-03-18,01:56,"Spokane, Washington",Salair,Spokane - Portland,Douglas DC-3C,N3433Y,43089,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"The cargo plane lost a right engine during takeoff. The plane tried to return to the airport but crashed. The failure of the pilot-in-command to maintain airspeed. Factors to the accident were: cylinder fatigue, dark night and stall encountered.",Washington,1994,3,collision,0.0
1994-03-21,17:54,"Weipa, Australia",Aurukun Air Services,Weipa - Aurukun,Britten-Norman BN-2A-21 Trislander,VH-JUU,0632,6.0,5.0,1.0,6.0,5.0,1.0,0.0,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway.",Australia,1994,3,collision,0.0
1994-04-03,16:36,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,sin dato,Bell 206B3,N27736,2773,5.0,4.0,1.0,5.0,4.0,1.0,0.0,"The helicopter crashed shortly after takeoff. The ingestion of foreign material (snow) in the engine, which resulted in a flameout (loss of engine power). Factors related to the accident were: the adverse weather conditions (snow falling & high density altitude), the lack of snow covers to protect the engine intakes while parked and awaiting for the weather conditions to improve, improper planning/decision by the pilot and the company/operator management, inadequate information in the flight manual, and the lack of suitable terrain for an emergency landing.",Nevada,1994,4,collision,0.0
1994-04-04,14:46,"Amsterdam, Netherlands",KLM Cityhopper,Amsterdam - Cardiff,Saab 340B,PH-KSH,195,24.0,21.0,3.0,3.0,2.0,1.0,0.0,"Shortly after taking off, due to a false warning light, the captain idled one engine (contrary to the checklist) and  assumed they had an engine problem and returned to the airport. While attempting to land, the aircraft rolled to the right, pitched up, stalled and crashed. Inadequate use of the flight controls during an asymmetric go-around resulting in loss of control. Contributing factors were insufficient understanding of the flightcrew of the SAAB 340B engine oil system, lack of awareness of the consequences of an aircraft configuration with one engine in flight idle and poor crew resource management.",Netherlands,1994,4,collision,21.0
1994-04-06,20:20,"Kigali, Rwanda",Rwanda Government,"Tanzania - Kigali, Rwanda",Dassault Falcon 50,9XR-NN,006,12.0,9.0,3.0,12.0,9.0,3.0,0.0,"Shot down by a missile. President of Burundi, Cyprien Ntaryamira and president of Rwanda, Juvenal Habyarimana were killed.",Rwanda,1994,4,other cause,0.0
1994-05-23,10:55,"Loma Linda, Colombia",Arall,San Jose - Villavicencio,Pilatus Britten-Norman BN-2B-27 Islander,HK-2890,2111,11.0,9.0,2.0,4.0,3.0,1.0,0.0,Crashed while making an emergency landing following engine trouble.,Colombia,1994,5,collision,7.0
1994-05-28,07:38,"Near Villavicencio, Colombia",Transoriente Colombia,Villavicencio - La Primavera - Puerto Carreno,Douglas DC-3 (C-53D-DO),HK-2213,11752,29.0,26.0,3.0,7.0,4.0,3.0,0.0,Crashed shortly after taking off after double engine failure.,Colombia,1994,5,collision,22.0
1994-06-02,18:00,"Near Campbeltown, Scotland",Military - Royal Air Force,Aldergrove AB - Fort George,Boeing Vertol Chinook HC-2 (helicopter),ZD576,MA036,29.0,25.0,4.0,29.0,25.0,4.0,0.0,The helicopter crashed into The Mountain of the Stone Slab at an elevation of 800 ft. Pilot error in proceeding towards high ground in heavy fog below a safe altitude.,Scotland,1994,6,collision,0.0
1994-06-13,18:50,"Near Uruapan, Mexico",Aerolineas Cuahonte,Lazaro - Cardenas - Michoacan,Swearingen SA.226TC Metro II,XA-SLU,TC-401,9.0,7.0,2.0,9.0,7.0,2.0,0.0,The aircraft flew into high ground during a go-around. The accident happened in darkness and in poor weather with rain and heavy clouds. The accident was attributed to the pilot's failure to follow the established go-around procedure correctly.,Mexico,1994,6,other cause,0.0
1994-06-18,12:20,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Balikpapan - Palu,Fokker F-27 Friendship 500F,PK-MFI,10597,12.0,7.0,5.0,12.0,7.0,5.0,0.0,"The aircraft struck Mt. Kalora at 2,300 feet while on a visual approach to Palu. The accident happened in generally good weather but with reduced visibility in clouds and haze at the mountain.",Indonesia,1994,6,other cause,0.0
1994-06-18,06:25,"Chantilly, Virginia",TAESA,Mexico City - Washington D.C.,Learjet 25D,XA-BBA,25D223,12.0,10.0,2.0,12.0,10.0,2.0,0.0,The aircraft crashed in poor weather conditions 0.8 nm south of the threshold of runway 1R at Dulles International Airport while attempting a ILS landing. Poor airmanship and relative inexperience of the captain in initiating and continuing an unstabilized instrument approach that led to a descent below the authorized altitude without visual contact with the runway environment. Contributing to the cause of the accident was the lack of a GPWS on the airplane.,Virginia,1994,6,collision,0.0
1994-06-26,19:35,"Abidjan, Ivory Coast",Air Ivorie,San Pedro - Abidjan,Fokker F-27 Friendship 400M,TU-TIP,10577,17.0,14.0,3.0,17.0,14.0,3.0,0.0,Crashed on approach 3 miles short of the runway into a wooded area with flaps and landing gear still retracted.,sin dato,1994,6,collision,0.0
1994-06-30,17:41,"Toulouse-Blagnac, France",Airbus Industrie,Toulouse - Toulouse,Airbus A330-321,F-WWKH,042,7.0,4.0,3.0,7.0,4.0,3.0,0.0,"The plane crashed after demonstrating a simulated engine failure on takeoff. Caused by a number of factors relating to the test and actions of the crew none of which singley would have caused the crash. Unexpected mode transition to altitude acquire mode during a simulated  engine failure resulted in excessive pitch, loss of airspeed, and loss of control. Pitch attitude protection not provided in altitude acquire mode.",France,1994,6,collision,0.0
1994-07-14,15:36,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,"Lihue, HI - Lihue, HI",Aerospatiale AS350D,N151BH,sin dato,7.0,6.0,1.0,3.0,3.0,0.0,0.0,"The helicopter crashed into the water. All survived but were not equipped with life vests and 3 passengers drowned. Failure of the engine-driven fuel pump, which resulted in the loss of power, and the lack of aircraft flotation equipment. Factors related to the accident were: flight over water adjacent to terrain that afforded no suitable forced landing site, and the lack of a passenger briefing by the operator on the location and operation of life preservers",Hawaii,1994,7,collision,4.0
1994-07-17,21:45,"Near Fort de France, Martinique",Air Martinique,Bridgetown - Fort de France,Britten-Norman BN-2B-26 Islander,8P-TAD,2152,6.0,5.0,1.0,6.0,5.0,1.0,0.0,Crashed into high ground while on approach to land.,Martinique,1994,7,collision,0.0
1994-07-19,16:30,"Colon, Panama",Alas Chiricanas,Colon - Panama City,Embraer 110P1 Bandeirante,HP-1202AC,110-375,21.0,18.0,3.0,21.0,18.0,3.0,0.0,Crashed on a wooded hillside shortly after taking off from Colon after a bomb exploded aboard.,Panama,1994,7,collision,0.0
1994-08-07,13:55,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,Sightseeing,de Havilland DHC-2,N126UA,sin dato,7.0,6.0,1.0,6.0,5.0,1.0,0.0,Continued VFR flight into IMC.,Alaska,1994,8,other cause,1.0
1994-08-11,17:00,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,"Caribou Lake, AK - Nikiski, AK",de Havilland DHC-2,N17394,495,3.0,2.0,1.0,3.0,2.0,1.0,0.0,The pilot flew into a blind box canyon and crashed while attempting to turn around. Improper in-flight planning /decision by the pilot and his failure to remain clear of mountainous terrain. The box canyon and proximity of mountains were related factors.,Alaska,1994,8,collision,0.0
1994-08-12,21:05,"Whiting, New Jersey",Air Taxi - National Helicopters,"New York, NY - Atlantic City, NJ",Bell 206L-4,N124NH,52089,3.0,2.0,1.0,3.0,2.0,1.0,0.0,The non-instrument rated commercial pilot was en route at 2000 feet msl on a night VFR flight when he reported an inadvertent encounter with instrument meteorological conditions. The helicopter (N124NH) subsequently crashed in a wooded area while in a steep descent. Continued VFR flight into IMC.,sin dato,1994,8,collision,0.0
1994-09-13,12:05,"Near Abuja, Nigeria",Aerocontroctors - Charter,Lagos - Abuja,de Havilland Canada DHC-6 Twin Otter 300,5N-ATQ,538,5.0,3.0,2.0,3.0,2.0,1.0,0.0,"The aircraft few into the side of a hill during heavy rain, high winds and severe turbulence.",Nigeria,1994,9,other cause,2.0
1994-09-17,11:48,"Fish Egg Inlet, Canada",Pacific Coastal Airlines,Fish Egg Inlet - Pruth Bay,de Havilland Canada DHC-6 Twin Otter 100,C-FDMR,36,4.0,2.0,2.0,3.0,2.0,1.0,0.0,Just as the plane took off there was a pitch-up and stall resulting in the plane crashing into the water. The down elevator control cable failed at station 367 due to corrosion. The failure resulted from salt water induced corrosion. The aircraft had recently undergone a periodic inspection but the damage had apparently not been discovered.,Canada,1994,9,collision,1.0
1994-09-18,08:07,"Tamanrasset, Algeria",Oriental Airlines,Tunis - Tamanrasset,BAC One-Eleven 515FB,5N-IMO,229,39.0,32.0,7.0,5.0,3.0,2.0,0.0,"After circling for almost an hour and a half and aborting four landing attempts in adverse weather conditions, the aircraft ran out of fuel and crashed.",Algeria,1994,9,collision,34.0
1994-09-23,19:15,"Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,Hong Kong - Jakarta,Lockheed L-100-30 Hercules,PK-PLV,4826,12.0,6.0,6.0,6.0,3.0,3.0,0.0,"The cargo plane lost control shortly after becoming airborne, began losing altitude and ditched 500 meters from the runway. The No. 4 prop pitch control system failed.",sin dato,1994,9,other cause,6.0
1994-09-26,17:37,"Near Vanavera, Russia",Cheremshanka Airlines,Krasnoyarsk - Tura,Yakovlev YAK-40,RA-87468,9441337,28.0,24.0,4.0,28.0,24.0,4.0,0.0,"After three landing attempts at Tura, the crew diverted to Vanavarva because of bad weather. The aircraft ran out of fuel and crashed on a river bank about 40 km from Vanavera.",Russia,1994,9,collision,0.0
1994-09-30,11:10,"Chaibukha, Russia",Arsenyev Aviation Production Association,Chaibukha - Provedenia,Antonov AN-8,RA-27209,OA-3460,20.0,13.0,7.0,8.0,3.0,5.0,0.0,"The cargo plane failed to gain altitude, overran the runway and crashed. Crew error.",Russia,1994,9,collision,12.0
1994-10-08,15:45,"Mitu, Colombia",SELVA,Villavicencio - Mitu,Antonov AN-32B,HK3929X,3301,10.0,5.0,5.0,10.0,5.0,5.0,0.0,"The cargo plane landed short of the runway bounced, collapsed the landing gear, veered off the runway and crashed into another plane and vehicles.",Colombia,1994,10,collision,0.0
1994-10-14,22:00,"Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,Rio de Janeiro - Belem,Lockheed C-130E,C-130-2460,4293,21.0,15.0,6.0,21.0,15.0,6.0,0.0,"Exploded in mid air while en route, 60 km northeast of Brasilia. A load of munitions being carried on the aircraft exploded.",Brazil,1994,10,other cause,0.0
1994-10-29,21:30,"Near Ust'-Ilimsk, Russia",Aeronica,Yushno - Ust Ilimsk,Antonov AN-12A,RA-11790,1340302,23.0,16.0,7.0,23.0,16.0,7.0,0.0,The cargo plane suddenly pitched down and collided with a hill. Icing.,Russia,1994,10,other cause,0.0
1994-10-29,10:32,"Batagaj, Russia",Yakutavia,sin dato,Antonov AN-2,RA-33008,1G217-55,19.0,17.0,2.0,7.0,7.0,0.0,0.0,Pitched up and crashed on takeoff. Overweight and improperly loaded.,Russia,1994,10,collision,12.0
1994-11-16,02:40,"Avenal, California",Ameriflight,Burbank - Oakland,Beechcraft C99,N63995,U-178,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"While en route, the cargo plane made an uncontrolled descent and crashed. Loss of aircraft control at night by the pilot for unknown reasons.",California,1994,11,collision,0.0
1994-11-22,11:40,Papua New Guinea,Southwest Air,Selbang - Bolvovip,Britten Norman BN-2A Trislander,P2-SWC,0835,7.0,6.0,1.0,7.0,6.0,1.0,0.0,Crashed into a mountain in poor weather conditions.,sin dato,1994,11,collision,0.0
1994-12-13,18:34,"Morrisville, North Carolina",American Eagle,Greensboro - Raleigh,British Aerospace Jetstream 3201,N918AE,918,20.0,18.0,2.0,15.0,13.0,2.0,0.0,"The aircraft crashed 4 miles SW of runway 5L while on an ILS approach. The captain associated the illumination of the left engine ignition light with an engine failure, suspected an engine flame out and decided to execute a missed approach. This eventually led to a stall and the plane crashed 4 miles SW of the runway threshold. The captain's improper assumption that an engine had failed. The captain's subsequent failure to follow approved procedures for engine failure, single-engine approach, go-around, and stall recovery. Contributing to the cause of the accident was the failure of American Eagle management to identify, document, monitor and remedy deficiencies in pilot performance and training.",sin dato,1994,12,collision,5.0
